"Scala_Spark
单选题 （共计 10 题，总计 20分）
1、下面选项中a的取值不一致的是？（ ）。
","[{'optionContent': 'A.val a = 3 \n', 'isCorrect': '-1'}, {'optionContent': 'B.val a:Double = 1 + 2 \n', 'isCorrect': '-1'}, {'optionContent': 'C.var a = 1; a += 2 \n', 'isCorrect': '-1'}, {'optionContent': 'D.val b = 1.+(2); val a = b.toInt \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
"53、Spark中的stage指的是？（ ）。
","[{'optionContent': 'A.一个RDD \n', 'isCorrect': '-1'}, {'optionContent': 'B.一个RDD中的一个Parition \n', 'isCorrect': '-1'}, {'optionContent': 'C.DAG中按照宽窄依赖关系而划分出的一个阶段 \n', 'isCorrect': '-1'}, {'optionContent': 'D.一组Task的集合 \n', 'isCorrect': '-1'}]","【答案解析】对于SparkStage概念的基本掌握
","【正确答案】C,D
"
"54、下列对Spark 的DAG描述正确的是？（ ）。
","[{'optionContent': 'A.DAG中文含义为有向有环图 \n', 'isCorrect': '-1'}, {'optionContent': 'B.DAG中只记录了RDD之间的宽依赖关系 \n', 'isCorrect': '-1'}, {'optionContent': 'C.一个DAG可以产生多个Job \n', 'isCorrect': '-1'}, {'optionContent': 'D.DAG可以被划分为多个Stage \n', 'isCorrect': '-1'}]","【答案解析】对于Spark DAG概念的基本掌握
","【正确答案】C,D
"
"55、Spark的技术栈有哪些？（ ）。
","[{'optionContent': 'A.Spark Streaming \n', 'isCorrect': '-1'}, {'optionContent': 'B.Spark Stage \n', 'isCorrect': '-1'}, {'optionContent': 'C.Spark Task \n', 'isCorrect': '-1'}, {'optionContent': 'D.Spark Graphx \n', 'isCorrect': '-1'}]","【答案解析】1.Spark core：是其它组件的基础，spark的内核，主要包含：有向循环图、RDD、Lingage、Cache、broadcast等，并封装了底层通讯框架，是Spark的基础。2.SparkStreaming是一个对实时数据流进行高通量、容错处理的流式处理系统，可以对多种数据源（如Kdfka、Flume、Twitter、Zero和TCP 套接字）进行类似Map、Reduce和Join等复杂操作，将流式计算分解成一系列短小的批处理作业。3.Spark sql：Shark是SparkSQL的前身，Spark SQL的一个重要特点是其能够统一处理关系表和RDD，使得开发人员可以轻松地使用SQL命令进行外部查询，同时进行更复杂的数据分析4.BlinkDB ：是一个用于在海量数据上运行交互式 SQL 查询的大规模并行查询引擎，它允许用户通过权衡数据精度来提升查询响应时间，其数据的精度被控制在允许的误差范围内。5.MLBase是Spark生态圈的一部分专注于机器学习，让机器学习的门槛更低，让一些可能并不了解机器学习的用户也能方便地使用MLbase。MLBase分为四部分：MLlib，MLI、ML Optimizer和MLRuntime。6.GraphX是Spark中用于图和图并行计算
","【正确答案】A,D
"
"56、以下对RDD持久化机制描述正确的是？（ ）。
","[{'optionContent': 'A.persist可以指定一个StorageLevel \n', 'isCorrect': '-1'}, {'optionContent': 'B.尽可能不要存储到硬盘上,否则，重新计算一个分区的速度，和与从硬盘中读取基本差不多快 \n', 'isCorrect': '-1'}, {'optionContent': 'C.复制存储级别可以让你在RDD上持续的运行任务，而不需要等待丢失的分区被重新计算 \n', 'isCorrect': '-1'}, {'optionContent': 'D.在不会使用cached RDD的时候，及时使用unpersist方法来释放它 \n', 'isCorrect': '-1'}]","【答案解析】Spark的不同StorageLevel ，目的满足内存使用和CPU效率权衡上的不同需求。我们建议通过以下的步骤来进行选择：1.如果你的RDDs可以很好的与默认的存储级别(MEMORY_ONLY)契合，就不需要做任何修改了。这已经是CPU使用效率最高的选项，它使得RDDs的操作尽可能的快。2.如果不行，试着使用MEMORY_ONLY_SER并且选择一个快速序列化的库使得对象在有比较高的空间使用率的情况下，依然可以较快被访问。3.尽可能不要存储到硬盘上，除非计算数据集的函数，计算量特别大，或者它们过滤了大量的数据。否则，重新计算一个分区的速度，和与从硬盘中读取基本差不多快。4.如果你想有快速故障恢复能力，使用复制存储级别(例如：用Spark来响应web应用的请求)。所有的存储级别都有通过重新计算丢失数据恢复错误的容错机制，但是复制存储级别可以让你在RDD上持续的运行任务，而不需要等待丢失的分区被重新计算。5.如果你想要定义你自己的存储级别(比如复制因子为3而不是2)，可以使用StorageLevel 单例对象的apply()方法。在不会使用cached RDD的时候，及时使用unpersist方法来释放它。
","【正确答案】A,B,C,D
"
"57、Spark的部署模式包括？
","[{'optionContent': 'A.local模式 \n', 'isCorrect': '-1'}, {'optionContent': 'B.standalone模式 \n', 'isCorrect': '-1'}, {'optionContent': 'C.yarn模式 \n', 'isCorrect': '-1'}, {'optionContent': 'D.Mesos模式 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】A,B,C,D
"
"58、对于函数
def getGoodsPrice(goods:String) = { 
val prices = Map(“book” -> 5, “pen” -> 2, “sticker” -> 1) 
prices.getOrElse(goods, 0) 
} 
结果说法错误的是？（ ）。
","[{'optionContent': 'A.getGoodsPrice(""book"") // 等于 5 \n', 'isCorrect': '-1'}, {'optionContent': 'B.getGoodsPrice(""pen"") _x0016_// 等于 2 \n', 'isCorrect': '-1'}, {'optionContent': 'C.getGoodsPrice(""sticker"") // 等于 1 \n', 'isCorrect': '-1'}, {'optionContent': 'D.getGoodsPrice(""sock"") // 等于 “sock” \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】D
"
"59、下列数组定义与其他不一致的是？（ ）。
","[{'optionContent': 'A.val a = Array[Int](0, 0) \n', 'isCorrect': '-1'}, {'optionContent': 'B.val a = Array(0, 0) \n', 'isCorrect': '-1'}, {'optionContent': 'C.val a = new Array[Int](2) \n', 'isCorrect': '-1'}, {'optionContent': 'D.val a = Array[Int](1, 1) \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】D
"
"60、以下关于Spark的数据倾斜描述正确的是？（ ）。
","[{'optionContent': 'A.现象是：多数task执行速度较快,少数task执行时间非常长，或者等待很长时间后提示你内存不足，执行失败。 \n', 'isCorrect': '-1'}, {'optionContent': 'B.原因可能是key本身分布不均衡 \n', 'isCorrect': '-1'}, {'optionContent': 'C.原因可能是key的设置不合理 \n', 'isCorrect': '-1'}, {'optionContent': 'D.原因可能是执行了reduceByKey操作 \n', 'isCorrect': '-1'}]","【答案解析】Spark产生数据倾斜的原因可能是：1.key本身分布不均衡（包括大量的key为空）2.key的设置不合理3.shuffle时的并发度不够4.计算方式有误
","【正确答案】A,B,C,D
"
"61、def fac(n:Int, x:String=""x"", y:Int=0) = {println(x*(n+y))} 输出结果不一致的是？（ ）。
","[{'optionContent': 'A.fac(2) \n', 'isCorrect': '-1'}, {'optionContent': 'B.fac(1, y=1) \n', 'isCorrect': '-1'}, {'optionContent': 'C.fac(1, ""x"") \n', 'isCorrect': '-1'}, {'optionContent': 'D.fac(1, ""x"", 1) \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
"62、关于数组的常用算法，下列说法错误的是？（ ）。
","[{'optionContent': 'A.Array(1,7,2,9).sum // 等于 19 \n', 'isCorrect': '-1'}, {'optionContent': 'B.Array(1,7,2,9).sorted // 等于 Array(9,7,2,1) \n', 'isCorrect': '-1'}, {'optionContent': 'C.Array(""one"",""two"",""three"").max // 等于 ""two"" \n', 'isCorrect': '-1'}, {'optionContent': 'D.Array(""one"",""two"",""three"").mkString(""-"") // 等于 ""one-two-three"" \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】B
"
"63、Spark 的数据本地性是在哪个环节确定的？（ ）。
","[{'optionContent': 'A.DAG生成阶段 \n', 'isCorrect': '-1'}, {'optionContent': 'B.Stage划分阶段 \n', 'isCorrect': '-1'}, {'optionContent': 'C.Task执行阶段 \n', 'isCorrect': '-1'}, {'optionContent': 'D.SparkContext向ClusterManager申请资源阶段 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】B
"
"64、下列哪个不是 RDD 的缓存方法（ ）。
","[{'optionContent': 'A.Persist() \n', 'isCorrect': '-1'}, {'optionContent': 'B.Cache() \n', 'isCorrect': '-1'}, {'optionContent': 'C.Memory() \n', 'isCorrect': '-1'}, {'optionContent': 'D.Unpersist() \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
"65、Spark的技术栈有哪些？（ ）。
","[{'optionContent': 'A.MapReduce \n', 'isCorrect': '-1'}, {'optionContent': 'B.Yarn \n', 'isCorrect': '-1'}, {'optionContent': 'C.Spark Sql \n', 'isCorrect': '-1'}, {'optionContent': 'D.Spark Streaming \n', 'isCorrect': '-1'}]","【答案解析】1.Spark core：是其它组件的基础，spark的内核，主要包含：有向循环图、RDD、Lingage、Cache、broadcast等，并封装了底层通讯框架，是Spark的基础。2.SparkStreaming是一个对实时数据流进行高通量、容错处理的流式处理系统，可以对多种数据源（如Kdfka、Flume、Twitter、Zero和TCP 套接字）进行类似Map、Reduce和Join等复杂操作，将流式计算分解成一系列短小的批处理作业。3.Spark sql：Shark是SparkSQL的前身，Spark SQL的一个重要特点是其能够统一处理关系表和RDD，使得开发人员可以轻松地使用SQL命令进行外部查询，同时进行更复杂的数据分析4.BlinkDB ：是一个用于在海量数据上运行交互式 SQL 查询的大规模并行查询引擎，它允许用户通过权衡数据精度来提升查询响应时间，其数据的精度被控制在允许的误差范围内。5.MLBase是Spark生态圈的一部分专注于机器学习，让机器学习的门槛更低，让一些可能并不了解机器学习的用户也能方便地使用MLbase。MLBase分为四部分：MLlib，MLI、ML Optimizer和MLRuntime。6.GraphX是Spark中用于图和图并行计算
","【正确答案】C,D
"
"66、以下哪些方法是执行方法？（ ）。
67、哪一个不是RDD的弹性的体现？（ ）。
","[{'optionContent': 'A.saveAsTextFile \n', 'isCorrect': '-1'}, {'optionContent': 'B.flatMap \n', 'isCorrect': '-1'}, {'optionContent': 'C.groupBy \n', 'isCorrect': '-1'}, {'optionContent': 'D.reduce \n', 'isCorrect': '-1'}, {'optionContent': 'A.自动的进行内存和磁盘的存储切换 \n', 'isCorrect': '-1'}, {'optionContent': 'B.基于Lingage的高效容错 \n', 'isCorrect': '-1'}, {'optionContent': 'C.task如果失败会自动进行特定次数的重试 \n', 'isCorrect': '-1'}, {'optionContent': 'D.RDD可以通过读取本地文件方式创建 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】D
"
"68、Stage 的 Task 的数量由什么决定  （ ）。
","[{'optionContent': 'A.Partition \n', 'isCorrect': '-1'}, {'optionContent': 'B.Job \n', 'isCorrect': '-1'}, {'optionContent': 'C.Stage \n', 'isCorrect': '-1'}, {'optionContent': 'D.TaskScheduler \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】A
"
"69、下面哪个操作是窄依赖？
","[{'optionContent': 'A.join \n', 'isCorrect': '-1'}, {'optionContent': 'B.filter \n', 'isCorrect': '-1'}, {'optionContent': 'C.group \n', 'isCorrect': '-1'}, {'optionContent': 'D.sort \n', 'isCorrect': '-1'}]","【答案解析】窄依赖是指1个父RDD分区对应1个子RDD的分区。换句话说，一个父RDD的分区对应于一个子RDD的分区，或者多个父RDD的分区对应于一个子RDD的分区。所以窄依赖又可以分为两种情况：1个子RDD的分区对应于1个父RDD的分区，比如map，filter，union等算子1个子RDD的分区对应于N个父RDD的分区，比如co-partioned join
","【正确答案】B
"
"70、scala 中，类成员的缺省访问级别是？（ ）。
","[{'optionContent': 'A.public \n', 'isCorrect': '-1'}, {'optionContent': 'B.private \n', 'isCorrect': '-1'}, {'optionContent': 'C.protected \n', 'isCorrect': '-1'}, {'optionContent': 'D.以上都不对 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】A
"
"71、函数 def fac(n:Int) = { var r = 1; for(i <- 1 to n )r = r * i :r} fac(5)输出结果是？
","[{'optionContent': 'A.60 \n', 'isCorrect': '-1'}, {'optionContent': 'B.120 \n', 'isCorrect': '-1'}, {'optionContent': 'C.15 \n', 'isCorrect': '-1'}, {'optionContent': 'D.存在语法错误，程序报错。 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】B
"
"72、对于Spark 的Job描述正确的是？（ ）。
","[{'optionContent': 'A.一旦driver程序中出现action，就会生成一个job \n', 'isCorrect': '-1'}, {'optionContent': 'B.执行count（）方法会生成一个job \n', 'isCorrect': '-1'}, {'optionContent': 'C.一个DAG只能有一个Job \n', 'isCorrect': '-1'}, {'optionContent': 'D.一个DAG可以有多个Job \n', 'isCorrect': '-1'}]","【答案解析】一旦driver程序中出现action，就会生成一个job，比如count等，向DAGScheduler提交job，如果driver程序后面还有action，那么其他action也会对应生成相应的job，所以，driver端有多少action就会提交多少job，这可能就是为什么spark将driver程序称为application而不是job 的原因。每一个job可能会包含一个或者多个stage，最后一个stage生成result，在提交job 的过程中，DAGScheduler会首先从后往前划分stage，划分的标准就是宽依赖，一旦遇到宽依赖就划分，然后先提交没有父阶段的stage们，并在提交过程中，计算该stage的task数目以及类型，并提交具体的task，在这些无父阶段的stage提交完之后，依赖该stage 的stage才会提交。
","【正确答案】A,B,D
"
"73、RDD和DataFrame最大的区别是？
","[{'optionContent': 'A.科学统计支持 \n', 'isCorrect': '-1'}, {'optionContent': 'B.多了schema \n', 'isCorrect': '-1'}, {'optionContent': 'C.存储方式不一样 \n', 'isCorrect': '-1'}, {'optionContent': 'D.外部数据源支持 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】B
"
"74、Scala默认引入（无需声明即可使用）的包，不包括
","[{'optionContent': 'A.java.lang \n', 'isCorrect': '-1'}, {'optionContent': 'B.scala._ \n', 'isCorrect': '-1'}, {'optionContent': 'C.jre.interface \n', 'isCorrect': '-1'}, {'optionContent': 'D.Predef._ \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
"75、Scala中，何为伴生对象？
","[{'optionContent': 'A.功能等同于守护线程，伴随与其他对象而存在 \n', 'isCorrect': '-1'}, {'optionContent': 'B.当一个单例存在同名类时 \n', 'isCorrect': '-1'}, {'optionContent': 'C.Scala自动生成的对象的备份 \n', 'isCorrect': '-1'}, {'optionContent': 'D.一个对象所依赖的其他对象 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】B
"
"76、以下哪些方法是会产生窄依赖？（ ）。
","[{'optionContent': 'A.map \n', 'isCorrect': '-1'}, {'optionContent': 'B.flatMap \n', 'isCorrect': '-1'}, {'optionContent': 'C.reduceByKey \n', 'isCorrect': '-1'}, {'optionContent': 'D.groupBy \n', 'isCorrect': '-1'}]","【答案解析】对于Spark依赖关系的基本掌握
","【正确答案】A,B
"
"77、Scala里，final修饰符的描述正确的是？（ ）。
","[{'optionContent': 'A.类的声明上添加final修饰符确保成员不被子类重载 \n', 'isCorrect': '-1'}, {'optionContent': 'B.类的声明上添加final修饰符把整个类声明为final，这个类不能被继承 \n', 'isCorrect': '-1'}, {'optionContent': 'C.类的声明上添加final修饰符确保成员只能被子类重载一次 \n', 'isCorrect': '-1'}, {'optionContent': 'D.以上说法都是错误的 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】B
"
"78、下列对Spark 的DAG描述正确的是？（ ）。
","[{'optionContent': 'A.由多个RDD组成的逻辑上的计算链 \n', 'isCorrect': '-1'}, {'optionContent': 'B.DAG中记录了RDD之间的依赖关系 \n', 'isCorrect': '-1'}, {'optionContent': 'C.DAG可以被划分为多个Stage \n', 'isCorrect': '-1'}, {'optionContent': 'D.一个DAG可以产生多个Job \n', 'isCorrect': '-1'}]","【答案解析】对于Spark DAG概念的基本掌握
","【正确答案】A,B,C,D
"
"79、对于Spark中Driver的描述正确的是？（ ）。
","[{'optionContent': 'A.一个spark作业运行时包括一个driver进程 \n', 'isCorrect': '-1'}, {'optionContent': 'B.driver进程也就是作业的主进程，具有main函数 \n', 'isCorrect': '-1'}, {'optionContent': 'C.driver有sparkContext的实例对象，是程序的入口 \n', 'isCorrect': '-1'}, {'optionContent': 'D.可以设置driver进程的内存大小 \n', 'isCorrect': '-1'}]","【答案解析】考察对Driver概念的了解
","【正确答案】A,B,C,D
"
"80、哪一个是懒方法？（ ）。
","[{'optionContent': 'A.Reduce \n', 'isCorrect': '-1'}, {'optionContent': 'B.Collect \n', 'isCorrect': '-1'}, {'optionContent': 'C.SaveAsTextFile \n', 'isCorrect': '-1'}, {'optionContent': 'D.SortByKey \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】D
"
